Name,RowId,Description
"Sewer Skink",38452,"When it comes to keeping aqueducts free of creepy-crawlies, this lightning-tongued lizard is the hero of the day.

Use item to acquire the sewer skink minion."
"Wind-up Philos",38453,"By the by...you see it too, yes?

Use item to acquire the wind-up philos minion."
"Wind-up Erichthonios",38454,"He'll get them all out. He must.

Use item to acquire the Erichthonios minion."
"Garlond GL-II Ignition Key",38455,"A thin key that ignites your Garlond GL-II's ceruleum engine, bringing the laid-back vehicle rumbling to life."
"Miw Miisv Horn",38456,"When blown, this horn emits an ethereal sound that summons a Miw Miisv to envelop you in its otherworldly embrace."
"Wondrous Lanner Whistle",38457,"This whistle emits a shrill tone that is said to summon a legendary falcon bred to serve the goddess among merchants, Rowena."
"Magicked Umbrella",38458,"Enchanted to fly, this unassuming black umbrella will whisk you off your feet in the most delightful way."
"Magicked Parasol",38459,"Enchanted to fly, this posh pink parasol will put the whole world at your feet."
"Starlight Steed Horn",38460,"When blown, this gleaming horn produces a heartwarming sound that calls your Starlight steed to your side."
"Sil'dihn Throne",38461,"Intricately adorned, this enchanted throne once seated the rulers of Sil'dih."
"Silkie Whistle",38462,"An ornate whistle that, when blown, emits a squeaky-clean tone that summons the silkie to your side."
"Sunforged Crystal",38463,"When invoked, this fiery crystal calls forth your blistering sunforged to your side."
"Lynx of Imperious Wind Flute",38464,"Emitting a turbulent and oppressive tone, this flute summons a lynx of imperious wind to your side."
"Sil'dih Survey Framer's Kit",38465,"Tools for enhancing portraits and adventurer plates. Use to unlock embellishments fit for a scavenger of Sil'dihn secrets.
Includes Portrait Elements: Background, Frame, Accent
Includes Plate Elements: Pattern, Portrait Frame"
"Omicron Framer's Kit",38466,"Tools for enhancing portraits and adventurer plates. Use to unlock embellishments fit for an allied unit.
Includes Portrait Elements: Background, Accent
Includes Plate Elements: Base Plate, Top Border, Bottom Border, Accent"
"Gladiator's Plundered Arms (Lv. 15)",38467,"A set of arms containing a plundered falchion and warded round shield.

Required level: 15. IL: 17."
"",38468,""
"Gladiator's Doctore Arms (Lv. 20)",38469,"A set of arms containing a doctore's scimitar and doctore's buckler.

Required level: 20. IL: 22."
"Gladiator's Frostbite Arms (Lv. 24)",38470,"A set of arms containing Frostbite and a thalassian shield.

Required level: 24. IL: 26."
"Gladiator's Inquisitor Arms (Lv. 28)",38471,"A set of arms containing an inquisitor's tuck and waning sun pelta.

Required level: 28. IL: 30."
"Paladin's Longstop Arms (Lv. 32)",38472,"A set of arms containing a Longstop sword and Longstop hoplon.

Required level: 32. IL: 34."
"Paladin's Flametongue Arms (Lv. 35)",38473,"A set of arms containing a flametongue and Qarn kite shield.

Required level: 35. IL: 37."
"Paladin's Crier Arms (Lv. 38)",38474,"A set of arms containing a crier's broadsword and crier's scutum.

Required level: 38. IL: 40."
"Paladin's Ancient Arms (Lv. 41)",38475,"A set of arms containing an ancient sword and Vigil Canopus shield.

Required level: 41. IL: 43."
"Paladin's Dzemael Arms (Lv. 44)",38476,"A set of arms containing a Dzemael winglet and scorpion shield.

Required level: 44. IL: 46."
"Paladin's Templar Arms (Lv. 47)",38477,"A set of arms containing a templar's falchion and Canopus shield.

Required level: 47. IL: 49."
"Paladin's Allagan Arms (IL 95)",38478,"A set of arms containing an Allagan blade and Allagan round shield.

Required level: 50. IL: 95."
"Paladin's High Allagan Arms (IL 115)",38479,"A set of arms containing a high Allagan blade and high Allagan kite shield.

Required level: 50. IL: 115."
"Paladin's Dreadwyrm Arms (IL 135)",38480,"A set of arms containing a dreadwyrm blade and dreadwyrm shield.

Required level: 50. IL: 135."
"Paladin's Martial Arms (IL 120)",38481,"A set of arms containing a martial sword and martial shield.

Required level: 51. IL: 120."
"Paladin's Dissector Arms (IL 130)",38482,"A set of arms containing Dissector and a woad skyraider's shield.

Required level: 53. IL: 130."
"Paladin's Tyrfing Arms (IL 136)",38483,"A set of arms containing Tyrfing and Svalin.

Required level: 55. IL: 136."
"Paladin's Halonic Inquisitor Arms (IL 142)",38484,"A set of arms containing a Halonic inquisitor's sword and Halonic inquisitor's shield.

Required level: 57. IL: 142."
"Paladin's Belah'dian Arms (IL 148)",38485,"A set of arms containing a Belah'dian anelace and the Southern Sun.

Required level: 59. IL: 148."
"Paladin's Expanse Arms (IL 175)",38486,"A set of arms containing an Expanse Sword and Expanse Shield.

Required level: 60. IL: 175."
"Paladin's Hive Arms (IL 190)",38487,"A set of arms containing a Hive Shamshir and Hive Scutum.

Required level: 60. IL: 190."
"Paladin's Gordian Arms (IL 210)",38488,"A set of arms containing a Gordian blade and Gordian shield.

Required level: 60. IL: 210."
"Paladin's Heavens Arms (IL 205)",38489,"A set of arms containing a Sword of the Heavens and Shield of the Heavens.

Required level: 60. IL: 205."
"Paladin's Sephirot Arms (IL 220)",38490,"A set of arms containing a Blade of the Sephirot and Shield of the Sephirot.

Required level: 60. IL: 220."
"Paladin's Midan Arms (IL 245)",38491,"A set of arms containing a Midan metal sword and Midan metal shield.

Required level: 60. IL: 245."
"Paladin's Horde Arms (IL 235)",38492,"A set of arms containing a Horde blade and Horde shield.

Required level: 60. IL: 235."
"Paladin's Sophic Arms (IL 255)",38493,"A set of arms containing a Sophic Blade and Sophic Shield.

Required level: 60. IL: 255."
"Paladin's Alexandrian Arms (IL 275)",38494,"A set of arms containing an Alexandrian metal blade and Alexandrian metal buckler.

Required level: 60. IL: 275."
"Paladin's Zurvanite Arms (IL 265)",38495,"A set of arms containing a Zurvanite Blade and Zurvanite Shield.

Required level: 60. IL: 265."
"",38496,""
"Paladin's Ghost Barque Arms (IL 260)",38497,"A set of arms containing a ghost barque anelace and ghost barque shield.

Required level: 61. IL: 260."
"Ruby Tide Paladin's Arms (IL 270)",38498,"A set of arms containing a Ruby Tide blade and Ruby Tide shield.

Required level: 63. IL: 270."
"Mol Paladin's Arms (IL 276)",38499,"A set of arms containing the Eminent Dominion and a Mol shield.

Required level: 65. IL: 276."
"Yanxian Paladin's Arms (IL 282)",38500,"A set of arms containing an Onikiri Shin and Yanxian shield.

Required level: 67. IL: 282."
"Paladin's Enhancing Arms (IL 288)",38501,"A set of arms containing an Enhancing Sword and Ritter Shield.

Required level: 69. IL: 288."
"Paladin's Crimson Lotus Arms (IL 300)",38502,"A set of arms containing a Blade of the Crimson Lotus and Shield of the Crimson Lotus.

Required level: 70. IL: 300."
"Susano's Paladin Arms (IL 320)",38503,"A set of arms containing Susano's longsword and Susano's shield.

Required level: 70. IL: 320."
"Paladin's Genji Arms (IL 345)",38504,"A set of arms containing a Genji shichishito and Genji shield.

Required level: 70. IL: 345."
"Shinryu's Paladin Arms (IL 335)",38505,"A set of arms containing Shinryu's longsword and Shinryu's shield.

Required level: 70. IL: 335."
"Byakko's Paladin Arms (IL 355)",38506,"A set of arms containing Byakko's stone sword and Byakko's shield.

Required level: 70. IL: 355."
"Paladin's Diamond Arms (IL 375)",38507,"A set of arms containing a diamond sword and diamond shield.

Required level: 70. IL: 375."
"Tsukuyomi's Paladin Arms (IL 365)",38508,"A set of arms containing Tsukuyomi's longsword and Tsukuyomi's shield.

Required level: 70. IL: 365."
"Suzaku's Paladin Arms (IL 385)",38509,"A set of arms containing Suzaku's longsword and Suzaku's shield.

Required level: 70. IL: 385."
"Paladin's Omega Arms (IL 405)",38510,"A set of arms containing an Omega sword and Omega shield.

Required level: 70. IL: 405."
"Seiryu's Paladin Arms (IL 395)",38511,"A set of arms containing Seiryu's longsword and Seiryu's shield.

Required level: 70. IL: 395."
"Paladin's Lakeland Arms (IL 390)",38512,"A set of arms containing a Lakeland longsword and Lakeland kite shield.

Required level: 71. IL: 390."
"Paladin's Fae Arms (IL 400)",38513,"A set of arms containing a fae sword and fae shield.

Required level: 73. IL: 400."
"Ravel Keeper's Paladin Arms (IL 406)",38514,"A set of arms containing a Ravel keeper's sword and Ravel keeper's shield.

Required level: 75. IL: 406."
"Paladin's Nabaath Arms (IL 412)",38515,"A set of arms containing a Nabaath sword and Nabaath shield.

Required level: 77. IL: 412."
"Paladin's Forgiven Arms (IL 418)",38516,"A set of arms containing a sword of the forgiven and shield of the forgiven.

Required level: 79. IL: 418."
"The King's Paladin Arms (IL 450)",38517,"A set of arms containing the King's sword and the King's shield.

Required level: 80. IL: 450."
"Paladin's Edengrace Arms (IL 475)",38518,"A set of arms containing an Edengrace bastard sword and Edengrace shield.

Required level: 80. IL: 475."
"Paladin's Hades Arms (IL 465)",38519,"A set of arms containing Misos and Eulabeia.

Required level: 80. IL: 465."
"Paladin's Ruby Arms (IL 485)",38520,"A set of arms containing a Ruby broadsword and Ruby scutum.

Required level: 80. IL: 485."
"Paladin's Edenchoir Arms (IL 505)",38521,"A set of arms containing an Edenchoir bastard sword and Edenchoir scutum.

Required level: 80. IL: 505."
"Paladin's Light Arms (IL 495)",38522,"A set of arms containing the Sword of Light and Shield of Light.

Required level: 80. IL: 495."
"Paladin's Emerald Arms (IL 515)",38523,"A set of arms containing an Emerald bastard sword and Emerald shield.

Required level: 80. IL: 515."
"Paladin's Edenmorn Arms (IL 535)",38524,"A set of arms containing an Edenmorn bastard sword and Edenmorn scutum.

Required level: 80. IL: 535."
"Paladin's Diamond Zeta Arms (IL 525)",38525,"A set of arms containing a Diamond zeta bastard sword and Diamond zeta scutum.

Required level: 80. IL: 525."
"Paladin's Monstrorum Arms (IL 520)",38526,"A set of arms containing a monstrorum falchion and monstrorum shield.

Required level: 81. IL: 520."
"Paladin's Imperial Arms (IL 530)",38527,"A set of arms containing an imperial magitek sword and imperial magitek shield.

Required level: 83. IL: 530."
